"","workerid","rating","imageName","condition","imNameShort","category","age","sessionId","correct"
"210","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/shoe_sketch_CDM_photodraw_e11532122541242_P_age5.png","P","shoe_sketch_CDM_photodraw_e11532122541242_P_age5.png","shoe",5,"e11532122541242",FALSE
"211","a39a0cfcbf4e44546d260ccc1464ca19","train","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/train_sketch_CDM_photodraw_e11532541142092_P_age5.png","P","train_sketch_CDM_photodraw_e11532541142092_P_age5.png","train",5,"e11532541142092",TRUE
"212","a39a0cfcbf4e44546d260ccc1464ca19","shoe","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/W/shoe_sketch_CDM_photodraw_e11532547010484_W_age6.png","W","shoe_sketch_CDM_photodraw_e11532547010484_W_age6.png","shoe",6,"e11532547010484",TRUE
"213","a39a0cfcbf4e44546d260ccc1464ca19","cat","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/cat_sketch_CDM_photodraw_e11533146317748_P_age7.png","P","cat_sketch_CDM_photodraw_e11533146317748_P_age7.png","cat",7,"e11533146317748",TRUE
"214","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/cat_sketch_CDM_photodraw_e11533145985106_P_age4.png","P","cat_sketch_CDM_photodraw_e11533145985106_P_age4.png","cat",4,"e11533145985106",FALSE
"215","a39a0cfcbf4e44546d260ccc1464ca19","train","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/train_sketch_CDM_photodraw_e11533153765735_S_age5.png","S","train_sketch_CDM_photodraw_e11533153765735_S_age5.png","train",5,"e11533153765735",TRUE
"216","a39a0cfcbf4e44546d260ccc1464ca19","cup","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/cup_sketch_CDM_photodraw_e11533157120454_P_age5.png","P","cup_sketch_CDM_photodraw_e11533157120454_P_age5.png","cup",5,"e11533157120454",TRUE
"217","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/cat_sketch_CDM_photodraw_e11533164692587_P_age4.png","P","cat_sketch_CDM_photodraw_e11533164692587_P_age4.png","cat",4,"e11533164692587",FALSE
"218","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/rabbit_sketch_CDM_photodraw_e11532555203616_P_age4.png","P","rabbit_sketch_CDM_photodraw_e11532555203616_P_age4.png","rabbit",4,"e11532555203616",FALSE
"219","a39a0cfcbf4e44546d260ccc1464ca19","cup","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/W/cup_sketch_CDM_photodraw_e11533162144527_W_age5.png","W","cup_sketch_CDM_photodraw_e11533162144527_W_age5.png","cup",5,"e11533162144527",TRUE
"220","a39a0cfcbf4e44546d260ccc1464ca19","rabbit","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/rabbit_sketch_CDM_photodraw_e11532466284265_P_age5.png","P","rabbit_sketch_CDM_photodraw_e11532466284265_P_age5.png","rabbit",5,"e11532466284265",TRUE
"221","a39a0cfcbf4e44546d260ccc1464ca19","cup","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/cup_sketch_CDM_photodraw_e11532555995167_S_age5.png","S","cup_sketch_CDM_photodraw_e11532555995167_S_age5.png","cup",5,"e11532555995167",TRUE
"222","a39a0cfcbf4e44546d260ccc1464ca19","train","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/train_sketch_CDM_photodraw_e11533156546289_P_age7.png","P","train_sketch_CDM_photodraw_e11533156546289_P_age7.png","train",7,"e11533156546289",TRUE
"223","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/cat_sketch_CDM_photodraw_e11532547528521_P_age4.png","P","cat_sketch_CDM_photodraw_e11532547528521_P_age4.png","cat",4,"e11532547528521",FALSE
"224","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/W/cat_sketch_CDM_photodraw_e11532113637303_W_age4.png","W","cat_sketch_CDM_photodraw_e11532113637303_W_age4.png","cat",4,"e11532113637303",FALSE
"225","a39a0cfcbf4e44546d260ccc1464ca19","bus","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/train_sketch_CDM_photodraw_e11532542255729_P_age6.png","P","train_sketch_CDM_photodraw_e11532542255729_P_age6.png","train",6,"e11532542255729",FALSE
"226","a39a0cfcbf4e44546d260ccc1464ca19","rabbit","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/rabbit_sketch_CDM_photodraw_e11532553232054_P_age6.png","P","rabbit_sketch_CDM_photodraw_e11532553232054_P_age6.png","rabbit",6,"e11532553232054",TRUE
"227","a39a0cfcbf4e44546d260ccc1464ca19","cat","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/cat_sketch_CDM_photodraw_e11532466284265_P_age5.png","P","cat_sketch_CDM_photodraw_e11532466284265_P_age5.png","cat",5,"e11532466284265",TRUE
"228","a39a0cfcbf4e44546d260ccc1464ca19","shoe","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/shoe_sketch_CDM_photodraw_e11532545713435_P_age6.png","P","shoe_sketch_CDM_photodraw_e11532545713435_P_age6.png","shoe",6,"e11532545713435",TRUE
